,Review,Brand,Total Rating,Look Rating,Smell Rating,Taste Rating,Feel Rating,Overall Rating
2153,"Brew: Russian River Brewing Company – Beatification', '\n', '\nIntro: 375 mil. poured into a tulip glass. Shared with a friend. ', '\n', '\nAppearance: Golden yellow to light orange in color. Minimal to no head', '\n', '\nSmell: Acidic is the first term that comes to mind. Second term, dank', '\n', '\nTaste: Followed along with the smell. Little to no carbonation. Tart citrusy taste.', '\n', '\nMouthfeel: Cuts through everything. Definitely a pucker up front but subsides as you drink.', '\n', '\nDrink: Follows along with mouthfeel. Not something I could drink a lot of at any given time', '\n', '\nConclusion: I’ve had more pleasing but I’ve also had a lot worse (for me). It’s pretty much one and done as with most wild ales with me.",Beatification ,4.58,4.75,4.75,4.5,4.5,4.5
2154,3/25/15,Beatification ,4.5,4.5,4.5,4.5,4.5,4.5
2155,"Review 1544', ""\nI am a fan of Russian River, Pliny the Younger still eludes my taste buds. Living where I do, getting any beer worthy of writing home is difficult. I saw a bunch of Russian River's wild ales, I knew they had to come home with me. This is a sour beer aged in wine barrels. The beer is 44 degrees and served in a tulip glass. The pour of the beer created a frothy white one-fingered head. The retention lasted maybe 15 seconds, leaving no lacing on the glass. The color is SRM 6, golden with amber hues. The beer is somewhat clear with a load of carbonation bubbles. "", '\nInitial aromas in the beer are wine, funky barn, straw, damp earth, and lemons. Nosing further, I detect toasted crackers, horse blanket, oak, a hint of floral, and a touch of herbal. ', '\n', '\nThe flavors in the beer are lemons, chardonnay, funky barn, horse blankets, straw, wheat, toasted crackers, a touch of apple cider, herbal, floral, and champagne-like flavor. ', '\n', '\nThe mouthfeel of the beer is tart, tannic, and bright. ', '\n', '\nThe body of the beer is light, high carbonation, and medium finish. ', '\n', '\nThe beer has this explosion of sourness and funk. The wine barrel aging comes through pleasantly taking the edge off the sourness. I not sure if this my favorite offering from Russian River. This beer is a solid example of a wild ale, but I will not drink it again.",Beatification ,4.19,3.25,4.25,4.25,4.25,4.25
2156,"Currently ranked #6 in the ""Wild Ale"" Top beers list and #70 in the Top Beers list with a perfect score of 100.', '\n', '\n375ml brown glass bottle with hood-and-wire cap over a branded cork served chilled into a tulip (as indicated is ideal on the label and even on the cork). Bottled 04/03/20.', '\n', '\n""100% spontaneously fermented beer aged in wine barrels."" ""Barrel aged 9 to 36 months"" (that\'s quite a spread...). ""...fermented beer using only wild yeast and bacteria."" 6.00% ABV.', '\n', ""\nHEAD: None really...just a floater ring that's rather thin and weak, dissipating in under 10 seconds."", '\n', '\nBODY: Also a bit thin and weak, and certainly dull with a depleted and dareisay undercarbonated look.', '\n', ""\nI imagine I'm going to enjoy this beer, but we're kidding ourselves if this is a perfect 5 for appearance."", '\n', ""\nAROMA: Oak, barrel-derived vanillin, white wine, still cidre, obvious lactic acid. The bacterial aromatics are much more subdued than I imagined they'd be coming in...they register, but it's not teeming with lactobacillus like so many American brewed sour ales (I'm looking at you, Cascade Brewing). Doesn't seem as full of life and bacteria-ridden as, say, Allagash's coolship ales, but it's enticing with promises of ample barrel character, microfloral intricacy, and diverse bacteria."", '\n', ""\nI don't get any of that wet cardboard character one sometimes finds in well-meaning sour ales and I find no signs of infection. Some green apple, sure, suggesting perhaps acetobacter. No vomit-redolent aromatics that would indicate butyric acid are present."", '\n', ""\nAromatic intensity is average for the style, maybe even a bit on the timid side. Doesn't scream acidity, but it does seem acidic judging by the aroma."", '\n', ""\nTASTE & TEXTURE: Zaps with mellow acidity and puckering yet mellow bacteria, hitting on all fronts (pediococcus, brettanomyces yeast, and lactobacillus. Not a lactobomb, yielding to the lactobacillus without letting it dominate the beer's flavour profile."", '\n', ""\nI can't shake the feeling this would be better fruited. Some source of added sweetness would help counter its dry acidity; this lacks the tartness that often accompanies sourness and I think it's worse for it."", '\n', '\nSmooth, smacky, deliberately undercarbonated (and to good effect, I might add, evoking a fine Brittany still cidre), a bit wet up front and a bit dry mid-body.', '\n', ""\nOak and concomitant woodsy flavours tie the brew together without feeling in-your-face, but I could do with more barrel flavour myself...I'd guess this particular 2020 batch was aged closer to the 9 month minimum than the 36 month maximum in their claimed range, and that much to its detriment. I don't get barrel vanillin per se or rich toasted oak, and the wine character is decidedly lacking in terms of depth of flavour. I mean there's faint white wine - perhaps muted Chardonnay or Riesling - but it's not as overt or nuanced as I'd like."", '\n', '\nGreen apple/apple skins, orchard fruit, lime, rustic barnyard funkiness from well attentuated brettanomyces, scatterings of microflora (none of them as interesting as what one would find in a Senne valley sour), vinegar/acetic acid, grass, hay, maybe some faint clove/spice from aged hops.', '\n', ""\nI suppose the bacteria dominate. Maltwise, I don't get much beyond 2-row and maybe a kiss of Cantillon-like cereal grains. Far from a sweet ale, and I do think it'd be better off fruited as noted above."", '\n', '\nOVERALL: It\'s not a holy shit son of a bitch ""man, you\'ve got to try this!"" sour ale, and it\'s not even Russian River\'s best wine barrel aged sour ale (I\'d tend to favour Supplication in that respect), but as an American imitation of Cantillon\'s spontaneously fermented sour ales, there\'s no doubt it\'s rather good, if not quite up there with the Allagash efforts in the category. I don\'t know that I\'d shell out for it again at this price, but I\'m glad to have gotten to try it. A long-time want and a damn solid ale, but I don\'t know that it beats the pants off your typical Belgian gueuze - many of which are easier to find than this and even as imports cost the same if not a biteen less.', '\n', ""\nI'm an unabashed Russian River fanboy, but while it's certainly rather good, the creme da la creme this is not, and how anyone can give this an honest to God perfect 100 rating given its obvious appearance issues (and what I imagine is to many troublesome undercarbonation) is beyond me."", '\n', '\nB / GOOD",Beatification ,3.62,2.5,3.5,3.75,3.75,3.75
2157,"Poured from a 375ml bottle into a stemless wine glass', '\n', '\nLook: Crystal clear straw gold with a thin bite head that dissipated quickly', '\n', '\nSmell: Very Brett and funk forward. Jay, green apple skins, pears, salinity, oak. ', '\n', '\nTaste: Light and clean. Green apple skins, pears, white pepper, barnyard funk, light sweet tart and oak. ', '\n', '\nFeel: Light and clean. Almost aqueous. Drinks so well. Light acidity. Sweet with and off dry finish. ', '\n', '\nOverall: Just beautiful. I wish the carbonation was up a bit but overall this is a beer that needs to be experienced. The sum is greater then its parts. A description doesn’t do it justice. Pick it up if you see it.",Beatification ,4.47,4.0,4.5,4.5,4.5,4.5
2158,"4yo (02.15.2017) bottle: thinning, light butter, cheap Chardonnay.', '\n__________', '\n2yo (08.14.2019) bottle: expressive earth, frog eyes, light lemon pith.",Beatification ,3.74,4.0,3.75,3.75,3.5,3.75
2159,"I don’t know and I don’t care. This beer to me is anything you want it to be. Lying in a meadow with her; standing on top of a mountain peak overlooking the world, or simply sitting your ass on the couch and cold hard chilling. Because it’s beautiful. It just hits me, it caresses me ever so softly. And if I could, I would caress it back. Slap me, baby, I’m happy. Slap me, beautiful, because I am alive.', '\n', '\nGood day.",Beatification ,4.15,4.5,4.5,4.0,4.0,4.0
2160,"""Incredible. Best sour ale on the market. Beautiful cabernet flavor with notes of raspberry, oak, currant, blackberry, and orange. It's as complex as wine while still being beer. I hope they offer it in more stores.""",Consecration ,4.54,3.0,4.0,5.0,4.5,4.75
2161,"Poured from a 12.68 ounce bottle dated 11/5/20 into a snifter.', '\n', '\nLook- Amber brown, clear, no visible particulate, fine cream colored head, below average head retention and lacing.', '\n', '\nSmell- Very fragrant, black currant, tobacco, plum, blackberry, black cherry, brett, oak, black licorice.', '\n', '\nTaste- Black currant, black pepper, brett, plum, blackberry, black cherry, transitions during the sip from sweet/sour to just sour.', '\n', '\nFeel- Between medium and full body, very mouth watering upfront, highly dry at finish, soft, silky, sour finish, moderately mouth coating, below average carbonation.', '\n', '\nOverall- Highly complex beer with an abundance of flavor and a powerful bouquet. Nice balance of plum, black currant, blackberry, and black cherry made for a wonderful experience.",Consecration ,4.46,3.75,4.5,4.5,4.5,4.5
2162,"Received via NBS BIF #13 from @Jayorear.', '\nPoured brown with tints of red, the beige head grew to about 1 cm and settled to a thin film leaving no lacing.', '\nAroma had red wine vinegar and, oddly, red wine (I mean, how do they get both of those aromas to come through?) ', '\nThe taste, wow. Oak, funky red wine vinegar and, at the edges, dry red wine. Faint but unmistakable. The flavors play off each other in every sip.', '\nThe feel is medium with very active carbonation. Fits well with the flavors.', '\nThanks Jay, this was amazing!",Consecration ,4.39,4.0,4.25,4.5,4.25,4.5
2163,"Re-reviewing this one (7/1/2022) now that I have an additional decade of beer tasting experience (and, consequently, several additional pounds) under my belt.', '\n', '\n375mL (bottled 7/12/2021) into a tulip. Pours a clear amber/mahogany with almost zero head, lazy carbonation rising from the bottom.', '\n', '\nAroma is acidic and vinous, tart and bright. Bready caramel malt, oak, apple cider vinegar. The yeast is clearly doing the heavy lifting here.', '\n', '\nTaste is likewise sour and fruity with lots of red wine character. Oak barrel, wild yeast, clean malt, tannins. Complex and delicious. ', '\n', '\nMouthfeel is crisp and light, hiding the relatively high ABV. Finishes clean and dry, super refreshing. ', '\n', '\nOverall an excellent, well constructed wild/sour ale. Seems pretty straightforward but it’s one of those beers that is deceptively simple. Clearly a great deal of skill and artistry went into producing this. It’s reputation is well deserved. ', '\n_________________________', '\n', '\nPrevious review (10/22/2011) for posterity:', '\n', '\n4.35/5 rDev -3.1%', '\nlook: 4.0| smell: 4.0 | taste: 4.5 | feel: 4.5| overall: 4.5', '\n', '\n750mL bottle (batch 003X3) poured into a snifter. Pours a clear mahogany with minimal head, champagne carbonation. A ring of bubbles forms around the edge of the glass.', '\n', '\nAroma is tart cidery funk w/ bright notes of sour fruit and oak. A slight solvent aroma lingers.', '\n', '\nTaste is tart, sour, oaky and fruity. Lots of wine notes, really dry on the palate. Almost a combination of a lambic, cabernet, and champagne. Really interesting beer to pick apart; complex.', '\n', '\nThis is not a beer I would drink every day, but definitely worth revisiting once in a while.",Consecration ,4.41,3.5,4.25,4.5,4.75,4.5
